Date,Open,High,Low,Close,Adj Close,Volume
2014-10-01,24.100000,24.485001,21.500000,21.500000,21.500000,15682223
2014-10-02,21.400000,21.400000,18.280001,19.000000,19.000000,6565429
2014-10-06,19.000000,19.000000,19.000000,19.000000,19.000000,0
2014-10-07,17.750000,17.980000,17.180000,17.500000,17.500000,1179555
2014-10-08,17.250000,17.715000,17.010000,17.100000,17.100000,823752
2014-10-09,17.280001,18.195000,17.250000,17.850000,17.850000,525219
2014-10-10,18.004999,18.315001,17.754999,17.950001,17.950001,451171
2014-10-13,18.065001,18.600000,17.500000,18.549999,18.549999,259034
2014-10-14,18.570000,19.395000,18.480000,19.010000,19.010000,415192
2014-10-15,19.170000,19.350000,18.000000,18.240000,18.240000,271454
2014-10-16,18.305000,18.920000,18.200001,18.299999,18.299999,286457
2014-10-17,18.295000,18.475000,18.100000,18.350000,18.350000,207229
2014-10-20,18.420000,18.420000,18.129999,18.250000,18.250000,117360
2014-10-21,18.295000,18.735001,18.235001,18.735001,18.735001,132355
2014-10-22,18.799999,18.879999,18.639999,18.750000,18.750000,145330
2014-10-23,18.795000,18.795000,18.225000,18.600000,18.600000,145788
2014-10-24,18.530001,18.820000,18.219999,18.500000,18.500000,165208
2014-10-27,18.655001,18.830000,18.410000,18.799999,18.799999,112577
2014-10-28,18.900000,19.375000,18.590000,18.590000,18.590000,134280
2014-10-29,18.799999,19.215000,18.450001,18.885000,18.885000,150701
2014-10-30,18.900000,19.200001,18.410000,18.450001,18.450001,163504
2014-10-31,18.500000,18.600000,18.150000,18.500000,18.500000,198875
2014-11-03,18.600000,18.600000,18.200001,18.250000,18.250000,99863
2014-11-04,18.405001,18.500000,18.000000,18.000000,18.000000,166144
2014-11-05,18.004999,18.299999,17.150000,17.350000,17.350000,179475
2014-11-06,17.290001,17.629999,17.180000,17.500000,17.500000,178689
2014-11-07,17.900000,18.355000,17.799999,18.355000,18.355000,237693
2014-11-10,18.900000,19.415001,18.000000,18.250000,18.250000,422574
2014-11-11,18.500000,18.639999,18.200001,18.500000,18.500000,191614
2014-11-12,18.450001,18.719999,18.170000,18.320000,18.320000,177290
2014-11-13,18.260000,18.584999,17.500000,18.299999,18.299999,150016
2014-11-14,18.450001,18.645000,18.275000,18.590000,18.590000,83603
2014-11-17,18.430000,18.785000,18.400000,18.600000,18.600000,94942
2014-11-18,18.650000,19.075001,18.549999,18.940001,18.940001,132858
2014-11-19,19.000000,19.084999,18.680000,18.985001,18.985001,106514
2014-11-20,19.084999,19.084999,18.600000,18.719999,18.719999,113413
2014-11-21,18.764999,19.000000,18.750000,19.000000,19.000000,70587
2014-11-24,19.160000,20.240000,19.014999,19.840000,19.840000,279965
2014-11-25,20.100000,20.315001,19.809999,20.070000,20.070000,370898
2014-11-26,21.400000,23.379999,21.200001,23.250000,23.250000,1342839
2014-11-27,23.389999,23.389999,22.500000,23.200001,23.200001,212345
2014-11-28,23.500000,26.325001,23.350000,25.100000,25.100000,802195
2014-12-01,25.500000,26.370001,24.795000,25.469999,25.469999,451158
2014-12-02,24.850000,25.200001,23.540001,24.100000,24.100000,407950
2014-12-03,24.309999,25.645000,23.110001,25.389999,25.389999,422650
2014-12-04,25.620001,25.760000,24.305000,24.615000,24.615000,144592
2014-12-05,24.790001,25.105000,24.665001,25.049999,25.049999,50023
2014-12-08,25.450001,25.450001,24.200001,24.230000,24.230000,102487
2014-12-09,24.090000,24.090000,22.559999,23.400000,23.400000,209503
2014-12-10,23.000000,24.100000,23.000000,24.000000,24.000000,148032
2014-12-11,24.000000,24.695000,23.084999,24.520000,24.520000,92506
2014-12-12,24.549999,25.799999,24.549999,25.650000,25.650000,212956
2014-12-15,25.395000,25.650000,24.870001,25.230000,25.230000,142957
2014-12-16,25.150000,25.754999,24.865000,25.600000,25.600000,146016
2014-12-17,25.535000,25.764999,25.020000,25.650000,25.650000,75802
2014-12-18,25.799999,27.080000,25.600000,25.754999,25.754999,329980
2014-12-19,25.754999,26.670000,25.660000,25.750000,25.750000,284900
2014-12-22,25.990000,25.990000,24.594999,25.695000,25.695000,124148
2014-12-23,25.719999,25.900000,25.485001,25.700001,25.700001,51474
2014-12-29,25.700001,25.700001,25.000000,25.500000,25.500000,34804
2014-12-30,25.350000,25.610001,25.350000,25.500000,25.500000,25392
2015-01-02,25.600000,25.600000,25.110001,25.500000,25.500000,31334
2015-01-05,25.410000,25.485001,24.549999,24.700001,24.700001,126175
2015-01-06,24.200001,24.215000,23.350000,23.629999,23.629999,187524
2015-01-07,23.590000,23.615000,21.844999,21.950001,21.950001,578324
2015-01-08,22.250000,23.180000,22.059999,22.549999,22.549999,326244
2015-01-09,22.480000,22.915001,22.440001,22.500000,22.500000,206360
2015-01-12,22.690001,23.940001,22.690001,23.090000,23.090000,180466
2015-01-13,23.205000,25.000000,23.205000,24.370001,24.370001,186475
2015-01-14,24.260000,24.375000,23.200001,23.600000,23.600000,187617
2015-01-15,23.610001,24.045000,22.750000,23.600000,23.600000,121944
2015-01-16,23.450001,24.000000,23.305000,24.000000,24.000000,161448
2015-01-19,24.049999,24.049999,22.610001,23.250000,23.250000,166442
2015-01-20,23.200001,23.320000,22.805000,23.000000,23.000000,119878
2015-01-21,23.094999,23.725000,22.959999,23.695000,23.695000,50163
2015-01-22,23.530001,24.555000,23.500000,24.190001,24.190001,111834
2015-01-23,24.115000,25.195000,24.014999,24.230000,24.230000,182159
2015-01-26,24.344999,24.725000,23.805000,24.200001,24.200001,62587
2015-01-27,24.405001,24.405001,22.650000,22.795000,22.795000,341957
2015-01-28,22.995001,23.070000,22.305000,22.690001,22.690001,182085
2015-01-29,22.825001,23.584999,22.495001,23.215000,23.215000,124986
2015-01-30,23.080000,24.100000,22.950001,24.000000,24.000000,209137
2015-02-02,24.170000,24.400000,23.350000,23.645000,23.645000,118771
2015-02-03,23.650000,24.350000,23.450001,23.980000,23.980000,76257
2015-02-04,23.889999,24.500000,23.735001,24.434999,24.434999,64908
2015-02-05,24.215000,24.305000,23.299999,23.889999,23.889999,104907
2015-02-06,23.760000,24.360001,22.969999,23.055000,23.055000,172948
2015-02-09,23.100000,23.455000,22.500000,22.549999,22.549999,188915
2015-02-10,22.750000,23.235001,22.295000,22.600000,22.600000,141125
2015-02-11,22.700001,22.750000,22.299999,22.500000,22.500000,78444
2015-02-12,24.879999,26.105000,24.270000,24.600000,24.600000,898688
2015-02-13,24.670000,24.985001,23.820000,23.850000,23.850000,185268
2015-02-16,23.889999,23.889999,23.065001,23.150000,23.150000,171390
2015-02-17,23.309999,23.350000,22.360001,22.639999,22.639999,259822
2015-02-18,22.840000,22.990000,22.264999,22.920000,22.920000,225303
2015-02-19,22.969999,23.770000,22.635000,23.495001,23.495001,217902
2015-02-20,23.450001,23.910000,22.795000,23.900000,23.900000,274390
2015-02-23,24.139999,24.150000,23.400000,23.500000,23.500000,135420
2015-02-24,23.690001,23.690001,23.205000,23.500000,23.500000,102099
2015-02-25,23.660000,24.215000,22.750000,22.980000,22.980000,268423
2015-02-26,23.129999,23.594999,22.754999,23.000000,23.000000,253167
2015-02-27,23.165001,23.415001,22.745001,23.334999,23.334999,161212
2015-03-02,23.500000,23.860001,23.254999,23.860001,23.860001,271414
2015-03-03,23.735001,24.184999,23.500000,23.615000,23.615000,231734
2015-03-04,23.525000,23.799999,22.809999,23.049999,23.049999,291839
2015-03-05,23.655001,24.469999,23.500000,24.080000,24.080000,718063
2015-03-06,24.235001,25.885000,24.049999,25.565001,25.565001,558798
2015-03-09,25.504999,26.250000,25.174999,25.985001,25.985001,530677
2015-03-10,26.190001,26.695000,24.250000,24.250000,24.250000,405562
2015-03-11,23.469999,23.790001,22.950001,22.950001,22.950001,2913777
2015-03-12,23.155001,23.940001,23.115000,23.799999,23.799999,1373216
2015-03-13,23.980000,24.014999,23.530001,23.680000,23.680000,524084
2015-03-16,23.665001,23.795000,23.520000,23.594999,23.594999,474776
2015-03-17,23.500000,23.684999,22.219999,22.665001,22.665001,627949
2015-03-18,22.900000,22.945000,21.514999,21.840000,21.840000,766369
2015-03-19,22.000000,22.120001,21.125000,21.915001,21.915001,923244
2015-03-20,22.150000,22.600000,21.940001,22.320000,22.320000,2078368
2015-03-23,22.410000,22.709999,21.920000,22.125000,22.125000,310090
2015-03-24,22.059999,22.235001,21.834999,21.915001,21.915001,280242
2015-03-25,21.860001,22.770000,21.860001,22.150000,22.150000,468416
2015-03-26,22.049999,22.639999,21.895000,22.559999,22.559999,401009
2015-03-27,22.805000,23.270000,22.620001,22.975000,22.975000,683711
2015-03-30,23.105000,23.360001,23.014999,23.219999,23.219999,310987
2015-03-31,23.245001,23.650000,23.100000,23.260000,23.260000,424991
2015-04-01,23.500000,23.809999,23.330000,23.740000,23.740000,674234
2015-04-02,23.600000,23.780001,23.415001,23.575001,23.575001,152323
2015-04-07,23.600000,23.910000,23.575001,23.830000,23.830000,248184
2015-04-08,24.235001,24.530001,24.004999,24.309999,24.309999,657375
2015-04-09,24.219999,24.770000,24.010000,24.190001,24.190001,728453
2015-04-10,24.094999,24.840000,24.094999,24.459999,24.459999,296483
2015-04-13,24.590000,24.850000,24.049999,24.309999,24.309999,276212
2015-04-14,24.379999,24.504999,23.805000,24.049999,24.049999,233768
2015-04-15,24.100000,24.674999,24.065001,24.415001,24.415001,257836
2015-04-16,26.350000,28.580000,26.180000,28.400000,28.400000,3869411
2015-04-17,28.559999,29.969999,28.495001,29.635000,29.635000,1812645
2015-04-20,29.750000,30.945000,29.400000,30.799999,30.799999,1046548
2015-04-21,31.000000,31.195000,29.250000,29.695000,29.695000,737099
2015-04-22,29.719999,29.900000,28.230000,28.325001,28.325001,828160
2015-04-23,28.200001,28.520000,27.570000,28.000000,28.000000,616108
2015-04-24,28.059999,28.995001,27.815001,28.570000,28.570000,325147
2015-04-27,28.735001,28.889999,28.260000,28.594999,28.594999,280630
2015-04-28,28.670000,28.889999,27.934999,28.450001,28.450001,182364
2015-04-29,28.330000,28.400000,27.209999,27.320000,27.320000,363074
2015-04-30,27.400000,27.645000,26.594999,27.270000,27.270000,350955
2015-05-04,27.500000,28.405001,27.309999,27.950001,27.950001,224997
2015-05-05,28.070000,28.184999,26.790001,27.000000,27.000000,359179
2015-05-06,27.219999,27.805000,26.750000,27.105000,27.105000,364027
2015-05-07,27.160000,27.350000,26.325001,27.110001,27.110001,280622
2015-05-08,27.200001,27.785000,27.200001,27.655001,27.655001,219700
2015-05-11,27.850000,28.330000,27.379999,28.004999,28.004999,264601
2015-05-12,28.334999,28.740000,27.639999,28.590000,28.590000,609632
2015-05-13,28.750000,28.799999,28.010000,28.299999,28.299999,394315
2015-05-14,28.389999,29.469999,28.250000,29.245001,29.245001,319959
2015-05-15,29.500000,29.730000,29.070000,29.225000,29.225000,232420
2015-05-18,29.389999,29.389999,28.389999,28.860001,28.860001,195411
2015-05-19,28.980000,29.600000,28.959999,28.995001,28.995001,267177
2015-05-20,29.299999,30.035000,29.299999,29.709999,29.709999,436896
2015-05-21,29.809999,29.950001,29.600000,29.709999,29.709999,175762
2015-05-22,29.750000,30.000000,29.495001,29.660000,29.660000,164309
2015-05-26,29.799999,30.629999,29.764999,30.355000,30.355000,222161
2015-05-27,30.299999,30.495001,30.010000,30.420000,30.420000,110631
2015-05-28,30.445000,30.995001,30.155001,30.290001,30.290001,230970
2015-05-29,30.400000,30.405001,29.285000,29.400000,29.400000,239247
2015-06-01,29.740000,30.065001,29.590000,29.764999,29.764999,173605
2015-06-02,29.719999,29.745001,29.055000,29.500000,29.500000,209742
2015-06-03,29.705000,30.875000,29.520000,29.775000,29.775000,315946
2015-06-04,30.500000,30.510000,29.799999,30.209999,30.209999,286802
2015-06-05,30.240000,30.370001,29.860001,30.200001,30.200001,185658
2015-06-08,30.299999,30.430000,29.770000,29.900000,29.900000,274317
2015-06-09,29.629999,29.629999,28.799999,29.150000,29.150000,221247
2015-06-10,29.209999,30.129999,29.200001,30.000000,30.000000,224823
2015-06-11,29.889999,30.820000,29.889999,30.760000,30.760000,281693
2015-06-12,30.510000,31.100000,30.250000,30.990000,30.990000,354120
2015-06-15,30.645000,30.770000,29.995001,30.400000,30.400000,223653
2015-06-16,30.180000,30.865000,30.010000,30.450001,30.450001,182822
2015-06-17,30.889999,30.940001,30.170000,30.754999,30.754999,361586
2015-06-18,30.750000,31.280001,30.150000,31.129999,31.129999,768819
2015-06-19,31.260000,31.695000,30.615000,30.615000,30.615000,2228595
2015-06-22,31.240000,31.240000,30.330000,30.545000,30.545000,666443
2015-06-23,30.860001,31.070000,30.450001,30.920000,30.920000,654938
2015-06-24,30.900000,31.040001,30.035000,30.370001,30.370001,282423
2015-06-25,30.424999,30.725000,30.315001,30.485001,30.485001,227549
2015-06-26,30.420000,31.525000,30.410000,31.105000,31.105000,300648
2015-06-29,29.690001,31.215000,29.500000,30.480000,30.480000,557930
2015-06-30,30.320000,30.520000,29.559999,29.955000,29.955000,404447
2015-07-01,30.084999,30.430000,29.504999,29.615000,29.615000,260963
2015-07-02,29.760000,30.275000,29.760000,30.205000,30.205000,220173
2015-07-03,30.285000,30.285000,29.750000,30.110001,30.110001,214705
2015-07-06,29.725000,30.510000,29.600000,30.410000,30.410000,236094
2015-07-07,30.700001,31.545000,30.405001,31.129999,31.129999,559653
2015-07-08,31.295000,31.295000,30.584999,31.120001,31.120001,423052
2015-07-09,30.400000,31.360001,30.205000,31.150000,31.150000,1406635
2015-07-10,31.530001,31.770000,30.930000,31.600000,31.600000,540438
2015-07-13,31.860001,32.410000,31.785000,32.349998,32.349998,705893
2015-07-14,32.395000,33.900002,32.380001,33.169998,33.169998,627410
2015-07-15,32.799999,33.500000,32.415001,33.299999,33.299999,496791
2015-07-16,33.520000,33.825001,33.099998,33.255001,33.255001,545799
2015-07-17,33.084999,33.575001,33.084999,33.305000,33.305000,296982
2015-07-20,33.584999,33.669998,32.834999,33.424999,33.424999,433854
2015-07-21,32.500000,32.840000,31.450001,31.705000,31.705000,1386860
2015-07-22,31.549999,31.549999,30.165001,30.905001,30.905001,831910
2015-07-23,31.200001,31.209999,30.799999,31.030001,31.030001,393526
2015-07-24,31.070000,31.500000,30.670000,31.240000,31.240000,206602
2015-07-27,31.240000,31.275000,30.700001,30.795000,30.795000,270687
2015-07-28,31.000000,31.270000,30.629999,30.680000,30.680000,236231
2015-07-29,30.959999,30.959999,30.370001,30.504999,30.504999,148777
2015-07-30,30.549999,30.865000,30.385000,30.760000,30.760000,165345
2015-07-31,30.770000,31.040001,30.745001,31.040001,31.040001,254176
2015-08-03,31.200001,31.795000,30.965000,31.775000,31.775000,368214
2015-08-04,32.080002,32.555000,31.895000,32.455002,32.455002,577424
2015-08-05,32.570000,32.799999,32.439999,32.560001,32.560001,341315
2015-08-06,32.500000,32.500000,31.930000,32.185001,32.185001,206646
2015-08-07,32.255001,32.255001,31.504999,31.700001,31.700001,176137
2015-08-10,31.709999,31.830000,31.299999,31.650000,31.650000,195013
2015-08-11,31.625000,31.625000,30.830000,31.285000,31.285000,194522
2015-08-12,30.850000,30.945000,29.799999,30.695000,30.695000,539791
2015-08-13,32.095001,33.845001,32.000000,32.779999,32.779999,888550
2015-08-14,33.000000,33.000000,32.250000,32.450001,32.450001,306618
2015-08-17,32.799999,32.884998,32.044998,32.445000,32.445000,249417
2015-08-18,32.450001,32.549999,32.105000,32.255001,32.255001,177678
2015-08-19,32.000000,32.584999,31.924999,32.240002,32.240002,327176
2015-08-20,32.099998,32.419998,31.895000,32.060001,32.060001,334153
2015-08-21,30.980000,31.084999,30.190001,30.250000,30.250000,568315
2015-08-24,30.000000,30.000000,26.959999,28.280001,28.280001,1058623
2015-08-25,29.225000,29.790001,28.809999,29.500000,29.500000,639122
2015-08-26,29.350000,29.350000,28.655001,28.855000,28.855000,480254
2015-08-27,29.580000,29.885000,29.125000,29.400000,29.400000,398404
2015-08-28,29.549999,29.700001,29.075001,29.150000,29.150000,246741
2015-08-31,29.100000,29.465000,29.020000,29.200001,29.200001,332650
2015-09-01,29.620001,29.740000,28.299999,28.615000,28.615000,549681
2015-09-02,28.799999,28.840000,27.420000,28.115000,28.115000,547824
2015-09-03,28.504999,29.115000,28.459999,28.785000,28.785000,441508
2015-09-04,28.674999,28.674999,28.209999,28.430000,28.430000,514044
2015-09-07,28.680000,28.680000,28.240000,28.389999,28.389999,155080
2015-09-08,28.500000,28.795000,28.365000,28.565001,28.565001,279493
2015-09-09,28.799999,28.799999,28.405001,28.600000,28.600000,529724
2015-09-10,28.500000,28.950001,28.500000,28.639999,28.639999,316257
2015-09-11,28.799999,28.850000,28.615000,28.725000,28.725000,314180
2015-09-14,28.750000,28.985001,28.430000,28.500000,28.500000,339960
2015-09-15,28.620001,28.620001,28.105000,28.299999,28.299999,334857
2015-09-16,28.834999,29.340000,28.635000,28.799999,28.799999,445910
2015-09-17,28.760000,29.285000,28.700001,29.170000,29.170000,662416
2015-09-18,29.115000,29.469999,28.850000,29.360001,29.360001,1201270
2015-09-21,29.450001,29.730000,29.025000,29.415001,29.415001,298213
2015-09-22,29.504999,29.695000,28.049999,28.115000,28.115000,329851
2015-09-23,28.110001,29.299999,28.059999,29.250000,29.250000,272889
2015-09-24,29.330000,29.434999,28.584999,28.855000,28.855000,295182
2015-09-25,29.344999,29.719999,29.150000,29.600000,29.600000,287895
2015-09-28,29.495001,29.620001,29.235001,29.295000,29.295000,183948
2015-09-29,29.070000,29.299999,28.594999,28.969999,28.969999,354903
2015-09-30,29.590000,29.684999,29.389999,29.600000,29.600000,504092
2015-10-01,29.780001,30.055000,29.455000,29.680000,29.680000,339441
2015-10-02,29.940001,30.889999,29.610001,30.545000,30.545000,678044
2015-10-05,30.900000,31.250000,30.620001,31.000000,31.000000,575933
2015-10-06,30.980000,31.065001,30.764999,30.995001,30.995001,286511
2015-10-07,31.080000,31.145000,30.315001,30.400000,30.400000,306789
2015-10-08,30.254999,30.905001,30.254999,30.855000,30.855000,351339
2015-10-09,31.309999,31.400000,30.820000,30.924999,30.924999,437353
2015-10-12,31.090000,31.100000,30.075001,30.620001,30.620001,357802
2015-10-13,30.795000,31.450001,30.680000,31.000000,31.000000,500151
2015-10-14,31.000000,31.014999,30.209999,30.469999,30.469999,356481
2015-10-15,27.900000,29.315001,26.549999,28.924999,28.924999,3266398
2015-10-16,29.150000,29.980000,28.940001,29.090000,29.090000,655486
2015-10-19,29.115000,29.615000,29.100000,29.530001,29.530001,325284
2015-10-20,29.605000,30.219999,29.605000,30.080000,30.080000,529738
2015-10-21,30.100000,30.955000,29.900000,30.590000,30.590000,487957
2015-10-22,30.450001,30.834999,30.205000,30.700001,30.700001,316900
2015-10-23,31.129999,32.480000,31.049999,32.000000,32.000000,566692
2015-10-26,31.990000,31.990000,31.445000,31.480000,31.480000,285290
2015-10-27,31.400000,31.660000,31.120001,31.420000,31.420000,246565
2015-10-28,31.655001,32.000000,31.469999,31.850000,31.850000,290129
2015-10-29,31.995001,32.465000,31.705000,32.349998,32.349998,394260
2015-10-30,32.400002,32.415001,31.594999,31.855000,31.855000,268955
2015-11-02,31.850000,32.185001,31.764999,31.959999,31.959999,304710
2015-11-03,32.000000,32.105000,31.674999,32.049999,32.049999,196320
2015-11-04,32.255001,32.255001,31.754999,31.795000,31.795000,303194
2015-11-05,31.945000,31.945000,29.990000,31.510000,31.510000,785470
2015-11-06,31.725000,31.740000,31.344999,31.540001,31.540001,314017
2015-11-09,31.540001,31.540001,30.740000,30.785000,30.785000,467573
2015-11-10,31.000000,31.430000,30.754999,31.400000,31.400000,345926
2015-11-11,31.600000,31.709999,30.815001,30.930000,30.930000,461798
2015-11-12,31.410000,32.000000,30.915001,31.200001,31.200001,528784
2015-11-13,31.370001,31.709999,30.799999,31.115000,31.115000,453373
2015-11-16,30.719999,31.620001,30.510000,31.594999,31.594999,451571
2015-11-17,31.700001,31.820000,31.350000,31.764999,31.764999,501798
2015-11-18,31.600000,32.095001,31.549999,32.029999,32.029999,833271
2015-11-19,32.244999,32.435001,32.044998,32.165001,32.165001,733275
2015-11-20,32.125000,32.384998,31.250000,31.400000,31.400000,461072
2015-11-23,31.434999,31.555000,30.850000,31.020000,31.020000,441732
2015-11-24,31.014999,31.145000,30.225000,30.330000,30.330000,533322
2015-11-25,30.459999,31.790001,30.459999,31.580000,31.580000,752908
2015-11-26,31.670000,32.410000,31.670000,32.369999,32.369999,519776
2015-11-27,32.349998,32.439999,32.014999,32.349998,32.349998,871010
2015-11-30,32.389999,32.450001,31.910000,32.099998,32.099998,8007668
2015-12-01,32.299999,33.820000,32.259998,33.049999,33.049999,1654931
2015-12-02,33.000000,34.410000,33.000000,34.349998,34.349998,969028
2015-12-03,35.750000,35.794998,34.494999,34.945000,34.945000,1510157
2015-12-04,35.130001,35.875000,34.639999,35.875000,35.875000,755897
2015-12-07,36.099998,36.250000,35.305000,35.935001,35.935001,721620
2015-12-08,35.799999,35.799999,34.724998,34.820000,34.820000,725834
2015-12-09,35.000000,35.355000,34.720001,35.000000,35.000000,525398
2015-12-10,34.820000,35.195000,34.549999,35.009998,35.009998,512885
